image_path,label,specimen,split
Dataset1/1001037_dataset1_L.jpg,1001,1001019,train
Dataset1/1001038_dataset1_D.jpg,1001,1001019,train
Dataset1/1001051_dataset1_D.jpg,1001,1001026,train
Dataset1/1001052_dataset1_L.jpg,1001,1001026,train
Dataset1/1001059_dataset1_D.jpg,1001,1001030,train
Dataset1/1001060_dataset1_L.jpg,1001,1001030,train
Dataset1/1001065_dataset1_L.jpg,1001,1001033,train
Dataset1/1001066_dataset1_D.jpg,1001,1001033,train
Dataset1/1001089_dataset1_D.jpg,1001,1001045,train
Dataset1/1001090_dataset1_L.jpg,1001,1001045,train
Dataset1/1001099_dataset1_D.jpg,1001,1001050,train
Dataset1/1001100_dataset1_L.jpg,1001,1001050,train
Dataset1/1001119_dataset1_L.jpg,1001,1001060,train
Dataset1/1001120_dataset1_D.jpg,1001,1001060,train
Dataset1/1001123_dataset1_L.jpg,1001,1001062,val
Dataset1/1001124_dataset1_D.jpg,1001,1001062,val
Dataset1/1001127_dataset1_L.jpg,1001,1001064,train
Dataset1/1001128_dataset1_D.jpg,1001,1001064,train
Dataset1/1001141_dataset1_D.jpg,1001,1001071,train
Dataset1/1001142_dataset1_L.jpg,1001,1001071,train
Dataset1/1001153_dataset1_D.jpg,1001,1001077,train
Dataset1/1001154_dataset1_L.jpg,1001,1001077,train
Dataset1/1001181_dataset1_D.jpg,1001,1001091,val
Dataset1/1001182_dataset1_L.jpg,1001,1001091,val
Dataset1/1001185_dataset1_D.jpg,1001,1001093,train
Dataset1/1001186_dataset1_L.jpg,1001,1001093,train
Dataset1/1001189_dataset1_D.jpg,1001,1001095,train
Dataset1/1001190_dataset1_L.jpg,1001,1001095,train
Dataset1/1001197_dataset1_L.jpg,1001,1001099,val
Dataset1/1001198_dataset1_D.jpg,1001,1001099,val
Dataset1/1001199_dataset1_L.jpg,1001,1001100,val
Dataset1/1001200_dataset1_D.jpg,1001,1001100,val
Dataset1/1001211_dataset1_L.jpg,1001,1001106,train
Dataset1/1001212_dataset1_D.jpg,1001,1001106,train
Dataset1/1001217_dataset1_L.jpg,1001,1001109,train
Dataset1/1001218_dataset1_D.jpg,1001,1001109,train
Dataset1/1001225_dataset1_L.jpg,1001,1001113,val
Dataset1/1001226_dataset1_D.jpg,1001,1001113,val
Dataset1/1001227_dataset1_L.jpg,1001,1001114,train
Dataset1/1001228_dataset1_D.jpg,1001,1001114,train
Dataset1/1001247_dataset1_L.jpg,1001,1001124,train
Dataset1/1001248_dataset1_D.jpg,1001,1001124,train
Dataset1/1001257_dataset1_D.jpg,1001,1001129,train
Dataset1/1001258_dataset1_L.jpg,1001,1001129,train
Dataset1/1003009_dataset1_D.jpg,1003,1003005,train
Dataset1/1003010_dataset1_L.jpg,1003,1003005,train
Dataset1/1003021_dataset1_D.jpg,1003,1003011,val
Dataset1/1003022_dataset1_L.jpg,1003,1003011,val
Dataset1/1003031_dataset1_D.jpg,1003,1003016,train
Dataset1/1003032_dataset1_L.jpg,1003,1003016,train
Dataset1/1003043_dataset1_D.jpg,1003,1003022,val
Dataset1/1003044_dataset1_L.jpg,1003,1003022,val
Dataset1/1003057_dataset1_L.jpg,1003,1003029,train
Dataset1/1003058_dataset1_L.jpg,1003,1003029,train
Dataset1/1003077_dataset1_L.jpg,1003,1003039,val
Dataset1/1003078_dataset1_D.jpg,1003,1003039,val
Dataset1/1003083_dataset1_L.jpg,1003,1003042,train
Dataset1/1003084_dataset1_D.jpg,1003,1003042,train
Dataset1/1003085_dataset1_L.jpg,1003,1003043,train
Dataset1/1003086_dataset1_D.jpg,1003,1003043,train
Dataset1/1003101_dataset1_L.jpg,1003,1003051,train
Dataset1/1003102_dataset1_D.jpg,1003,1003051,train
Dataset1/1003105_dataset1_L.jpg,1003,1003053,train
Dataset1/1003106_dataset1_D.jpg,1003,1003053,train
Dataset1/1003125_dataset1_L.jpg,1003,1003063,train
Dataset1/1003126_dataset1_D.jpg,1003,1003063,train
Dataset1/1003127_dataset1_L.jpg,1003,1003064,val
Dataset1/1003128_dataset1_D.jpg,1003,1003064,val
Dataset1/1003141_dataset1_L.jpg,1003,1003071,train
Dataset1/1003142_dataset1_D.jpg,1003,1003071,train
Dataset1/1003161_dataset1_D.jpg,1003,1003081,train
Dataset1/1003162_dataset1_L.jpg,1003,1003081,train
Dataset1/1003167_dataset1_D.jpg,1003,1003084,train
Dataset1/1003168_dataset1_L.jpg,1003,1003084,train
Dataset1/1003193_dataset1_L.jpg,1003,1003097,train
Dataset1/1003194_dataset1_D.jpg,1003,1003097,train
Dataset1/1003203_dataset1_D.jpg,1003,1003102,train
Dataset1/1003204_dataset1_L.jpg,1003,1003102,train
Dataset1/1003221_dataset1_D.jpg,1003,1003111,train
Dataset1/1003222_dataset1_L.jpg,1003,1003111,train
Dataset1/1003223_dataset1_D.jpg,1003,1003112,val
Dataset1/1003224_dataset1_L.jpg,1003,1003112,val
Dataset1/1003227_dataset1_D.jpg,1003,1003114,train
Dataset1/1003228_dataset1_L.jpg,1003,1003114,train
Dataset1/1003257_dataset1_D.jpg,1003,1003129,train
Dataset1/1003258_dataset1_D.jpg,1003,1003129,train
Dataset1/1003265_dataset1_D.jpg,1003,1003133,train
Dataset1/1003266_dataset1_D.jpg,1003,1003133,train
Dataset1/1010005_dataset1_L.jpg,1010,1010003,train
Dataset1/1010006_dataset1_L.jpg,1010,1010003,train
Dataset1/1010009_dataset1_L.jpg,1010,1010005,train
Dataset1/1010010_dataset1_L.jpg,1010,1010005,train
Dataset1/1010013_dataset1_L.jpg,1010,1010007,val
