image_path,label,specimen,split
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111001_31-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111002_32-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111003_33-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111004_34-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111005_35-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111006_36-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111007_37-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111008_38-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111009_39-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010231111010_40-rectangle.jpg,1001,1001023,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111001_41-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111002_42-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111003_43-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111004_44-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111005_45-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111006_46-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111007_47-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111008_48-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111009_49-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010261111010_50-rectangle.jpg,1001,1001026,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010271111001_51-rectangle.jpg,1001,1001027,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010271111002_52-rectangle.jpg,1001,1001027,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010271111003_53-rectangle.jpg,1001,1001027,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010271111004_54-rectangle.jpg,1001,1001027,train
/public/home/2023002/zitaoli/resnet/resnet50/Dataset_TrainModel/Dataset_complete_csv/0210010271111005_55-rectangle.jpg,1001,1001027,train
